,selling_price,Company,CarName,km_driven,cost/km,engine,max_power,owner,seats,Age,Dealer,Individual,Trustmark Dealer,Automatic,Manual,CNG,Diesel,LPG,Petrol
17,500000,Hyundai,i20,53000,3.9130434782608696,1396,90.0,2,5.0,13,0,1,0,0,1,0,1,0,0
18,150000,Maruti,Alto,80000,5.0761421319796955,796,46.3,2,5.0,23,0,1,0,0,1,0,0,0,1
19,680000,Hyundai,i20,100000,3.992901508429459,1396,88.73,1,5.0,9,0,1,0,0,1,0,1,0,0
20,174000,Mahindra,Verito,100000,4.285714285714286,1461,64.1,2,5.0,14,0,1,0,0,1,0,1,0,0
21,950000,Honda,WR-V,50000,3.5294117647058822,1498,98.6,1,5.0,8,0,1,0,0,1,0,1,0,0
22,525000,Maruti,Swift,40000,3.3847311019180144,1248,74.0,1,5.0,10,0,1,0,0,1,0,1,0,0
23,600000,Maruti,SX4,72000,4.186046511627907,1248,88.8,1,5.0,13,0,1,0,0,1,0,1,0,0
24,500000,Tata,Tigor,35000,4.926108374384237,1199,83.81,1,5.0,7,0,1,0,0,1,0,0,0,1
25,575000,Maruti,Baleno,45000,4.672897196261682,1197,83.1,1,5.0,9,0,1,0,0,1,0,0,0,1
26,275000,Maruti,Alto,28000,4.048582995951417,796,47.3,1,5.0,8,0,1,0,0,1,0,0,0,1
27,300000,Chevrolet,Enjoy,70000,4.945054945054945,1248,73.8,1,7.0,12,0,1,0,0,1,0,1,0,0
28,220000,Maruti,Wagon,120000,5.291005291005291,1061,67.0,1,5.0,16,0,1,0,0,1,0,0,0,1
29,254999,Maruti,Omni,25000,5.9523809523809526,796,34.2,1,8.0,7,0,1,0,0,1,0,0,0,1
30,670000,Maruti,Vitara,70000,3.7037037037037037,1248,88.5,1,5.0,8,0,1,0,0,1,0,1,0,0
32,150000,Maruti,Omni,35000,7.142857142857143,796,35.0,2,5.0,13,0,1,0,0,1,0,0,0,1
33,730000,Hyundai,i20,2388,5.376344086021505,1197,81.83,1,5.0,7,0,1,0,0,1,0,0,0,1
34,650000,Maruti,Vitara,16200,3.7037037037037037,1248,88.5,1,5.0,8,0,1,0,0,1,0,1,0,0
35,330000,Maruti,Alto,10000,2.2428229665071773,796,40.3,2,4.0,6,0,1,0,0,1,1,0,0,0
36,366000,Maruti,Alto,15000,4.175365344467641,998,67.1,1,5.0,6,0,1,0,0,1,0,0,0,1
37,1149000,Hyundai,Verna,5000,5.882352941176471,1591,121.3,1,5.0,6,0,1,0,0,1,0,0,0,1
38,150000,Datsun,GO,42000,4.847309743092584,1198,67.0,1,5.0,9,0,1,0,0,1,0,0,0,1
39,425000,Tata,Safari,60000,6.460875807609476,2179,138.03,2,7.0,14,0,1,0,0,1,0,1,0,0
40,150000,Maruti,800,76000,6.211180124223602,796,37.0,1,4.0,13,0,1,0,0,1,0,0,0,1
41,2100000,Jeep,Compass,5000,6.25,1368,160.77,1,5.0,6,0,1,0,1,0,0,0,0,1
42,925000,Honda,City,28900,5.617977528089887,1497,117.3,1,5.0,7,1,0,0,0,1,0,0,0,1
43,425000,Honda,City,86300,5.9523809523809526,1497,116.3,1,5.0,12,1,0,0,0,1,0,0,0,1
44,675000,Maruti,Swift,23300,5.405405405405405,1197,83.14,1,5.0,7,1,0,0,1,0,0,0,0,1
45,819999,Maruti,Vitara,32600,3.7037037037037037,1248,88.5,1,5.0,7,1,0,0,0,1,0,1,0,0
46,390000,Maruti,Alto,10300,4.175365344467641,998,67.05,1,5.0,7,1,0,0,0,1,0,0,0,1
47,1500000,Toyota,Fortuner,77000,7.171314741035856,2982,168.5,1,7.0,11,1,0,0,0,1,0,1,0,0
48,700000,Toyota,Innova,99000,6.928406466512702,2494,100.0,1,7.0,12,1,0,0,0,1,0,1,0,0
49,1450000,Mercedes-Benz,B,27800,6.081081081081081,2143,120.7,2,5.0,11,1,0,0,1,0,0,1,0,0
50,425000,Honda,Amaze,49800,3.6437246963562755,1498,98.63,1,5.0,10,1,0,0,0,1,0,1,0,0
51,1090000,Mitsubishi,Pajero,151000,6.666666666666667,2477,175.56,1,7.0,12,1,0,0,0,1,0,1,0,0
52,600000,Honda,City,54700,3.4615384615384617,1498,98.6,1,5.0,10,1,0,0,0,1,0,1,0,0
53,850000,Maruti,Ciaz,64000,4.842615012106537,1462,103.25,1,5.0,7,1,0,0,0,1,0,0,0,1
54,525000,Honda,Jazz,63000,3.2967032967032965,1498,98.6,1,5.0,10,1,0,0,0,1,0,1,0,0
55,1650000,Toyota,Innova,127700,7.922535211267606,2755,171.5,2,7.0,9,1,0,0,1,0,0,1,0,0
56,950000,Toyota,Innova,99000,6.928406466512702,2494,100.6,1,7.0,9,1,0,0,0,1,0,1,0,0
57,1750000,Audi,A6,33900,5.090497737556561,1968,174.33,2,5.0,12,1,0,0,1,0,0,1,0,0
58,1590000,Toyota,Corolla,25000,7.002801120448179,1798,138.03,1,5.0,7,1,0,0,1,0,0,0,0,1
59,1689999,Audi,A6,50000,4.856988667026443,1968,187.74,1,5.0,12,1,0,0,1,0,0,1,0,0
60,1425000,Mercedes-Benz,New,59000,6.064690026954178,2143,170.0,1,5.0,12,1,0,0,1,0,0,1,0,0
61,265000,Tata,Manza,120000,4.261363636363636,1248,88.8,1,5.0,14,0,1,0,0,1,0,1,0,0
62,190000,Hyundai,i10,110000,4.911591355599215,1197,78.9,3,5.0,14,0,1,0,0,1,0,0,0,1
63,425000,Hyundai,i20,60000,4.2313117066290555,1396,88.76,1,5.0,12,0,1,0,0,1,0,1,0,0
64,630000,Maruti,Swift,147000,3.3847311019180144,1248,74.0,2,5.0,10,0,1,0,0,1,0,1,0,0
65,600000,Ford,Figo,25000,5.506607929515418,1196,86.8,3,5.0,8,0,1,0,0,1,0,0,0,1
66,650000,Maruti,Baleno,30000,4.672897196261682,1197,83.1,1,5.0,6,0,1,0,0,1,0,0,0,1
67,540000,Volkswagen,Ameo,40000,4.090909090909091,1498,108.495,1,5.0,9,0,1,0,0,1,0,1,0,0
68,630000,Honda,City,135000,3.585657370517928,1498,98.6,1,5.0,10,0,1,0,0,1,0,1,0,0
69,448000,Maruti,Wagon,30000,4.875670404680643,998,67.0,1,5.0,7,0,1,0,1,0,0,0,0,1
70,500000,Volkswagen,Ameo,80000,4.1551246537396125,1498,108.62,1,5.0,8,0,1,0,0,1,0,1,0,0
71,745000,Maruti,Vitara,70000,3.7037037037037037,1248,88.5,1,5.0,9,0,1,0,0,1,0,1,0,0
72,1025000,Maruti,Vitara,9850,3.7037037037037037,1248,88.5,1,5.0,6,0,1,0,1,0,0,1,0,0
73,235000,Hyundai,i10,60000,4.911591355599215,1197,78.9,2,5.0,14,0,1,0,0,1,0,0,0,1
74,630000,Maruti,Swift,70000,3.5714285714285716,1248,74.0,1,5.0,9,0,1,0,0,1,0,1,0,0
75,1700000,Toyota,Fortuner,78000,7.171314741035856,2982,168.5,2,7.0,10,0,1,0,0,1,0,1,0,0
76,450000,Maruti,Swift,120000,3.9301310043668125,1248,74.0,2,5.0,12,0,1,0,0,1,0,1,0,0
77,450000,Maruti,Ertiga,120000,6.242197253433209,1373,93.7,2,7.0,13,0,1,0,0,1,0,0,0,1
79,450000,Volkswagen,Vento,170000,4.381694255111976,1598,103.6,1,5.0,12,0,1,0,0,1,0,1,0,0
80,1200000,Toyota,Innova,140000,6.928406466512702,2494,100.6,1,8.0,9,0,1,0,0,1,0,1,0,0
81,610000,Ford,EcoSport,90000,3.9525691699604746,1498,98.59,1,5.0,10,0,1,0,0,1,0,1,0,0
82,2500000,BMW,X1,30000,6.365372374283895,1998,189.0,2,5.0,9,0,1,0,1,0,0,0,0,1
83,484999,Maruti,Celerio,10000,4.329004329004329,998,67.04,1,5.0,8,1,0,0,0,1,0,0,0,1
84,275000,Datsun,GO,49000,5.257623554153523,1198,67.05,1,5.0,9,1,0,0,0,1,0,0,0,1
85,315000,Maruti,Alto,32000,4.048582995951417,796,47.3,1,5.0,9,1,0,0,0,1,0,0,0,1
86,275000,Maruti,Alto,38000,4.048582995951417,796,47.3,1,5.0,9,1,0,0,0,1,0,0,0,1
88,290000,Hyundai,i10,28000,5.047955577990914,1086,68.05,1,5.0,13,1,0,0,0,1,0,0,0,1
89,280000,Maruti,Omni,32000,7.142857142857143,796,35.0,1,5.0,8,1,0,0,0,1,0,0,0,1
90,225000,Maruti,Wagon,44000,2.480916030534351,998,58.2,1,5.0,15,1,0,0,0,1,0,0,1,0
91,455000,Volkswagen,Polo,42000,6.071645415907711,1198,74.0,1,5.0,10,1,0,0,0,1,0,0,0,1
92,351000,Hyundai,i10,45000,5.047955577990914,1086,68.05,2,5.0,10,1,0,0,0,1,0,0,0,1
93,535000,Volkswagen,Vento,12000,6.6489361702127665,1598,103.6,2,5.0,13,1,0,0,0,1,0,0,0,1
94,175000,Maruti,Zen,55500,5.4945054945054945,998,67.1,1,5.0,16,1,0,0,0,1,0,0,0,1
95,525000,Hyundai,i20,61500,5.405405405405405,1197,82.85,1,5.0,12,1,0,0,0,1,0,0,0,1
96,600000,Maruti,Swift,150000,3.3847311019180144,1248,74.0,1,5.0,9,0,1,0,0,1,0,1,0,0
97,565000,Hyundai,Xcent,72000,5.2356020942408374,1197,82.0,1,5.0,9,1,0,0,1,0,0,0,0,1
98,120000,Maruti,Alto,68000,5.0761421319796955,796,46.3,3,5.0,17,1,0,0,0,1,0,0,0,1
99,725000,Hyundai,i20,110000,3.992901508429459,1396,88.73,1,5.0,8,0,1,0,0,1,0,1,0,0
100,185000,Maruti,Wagon,77000,4.589261128958238,998,67.05,2,5.0,16,1,0,0,0,1,0,0,0,1
101,200000,Tata,Manza,100000,4.787234042553191,1248,90.0,2,5.0,15,0,1,0,0,1,0,1,0,0
102,615000,Maruti,Swift,10000,4.714757190004715,1197,81.8,1,5.0,6,0,1,0,0,1,0,0,0,1
103,270000,Maruti,Eeco,100000,6.506180871828237,1196,73.0,3,7.0,9,0,1,0,0,1,0,0,0,1
104,610000,Maruti,Baleno,35000,4.672897196261682,1197,83.1,1,5.0,7,0,1,0,0,1,0,0,0,1
105,625000,Mahindra,Scorpio,70000,7.633587786259542,2179,120.0,2,8.0,11,0,1,0,1,0,0,1,0,0
106,400000,Ford,Freestyle,5000,5.2631578947368425,1194,94.68,2,5.0,5,0,1,0,0,1,0,0,0,1
107,866000,Hyundai,Verna,37800,5.882352941176471,1591,121.3,1,5.0,8,0,1,0,0,1,0,0,0,1
108,700000,Volkswagen,Passat,114000,6.9930069930069925,1798,160.0,1,5.0,15,0,1,0,0,1,0,0,0,1
109,300000,Tata,Indica,48000,6.329113924050633,1172,65.0,1,5.0,15,0,1,0,0,1,0,0,0,1
110,1700000,Mahindra,XUV500,32000,5.960264900662252,2179,155.0,1,7.0,6,0,1,0,0,1,0,1,0,0
111,375000,Tata,Indigo,100000,4.714510214772132,1405,69.01,1,5.0,9,0,1,0,0,1,0,1,0,0
112,522000,Hyundai,Verna,150000,4.032258064516129,1582,126.32,2,5.0,12,0,1,0,0,1,0,1,0,0
113,451999,Hyundai,i20,69000,4.109589041095891,1396,88.76,1,5.0,12,0,1,0,0,1,0,1,0,0
114,300000,Toyota,Corolla,100000,6.882312456985548,1798,138.1,2,5.0,16,0,1,0,0,1,0,0,0,1
115,475000,Maruti,Celerio,13000,4.623208506703652,998,67.04,1,5.0,5,0,1,0,0,1,0,0,0,1
116,780000,Maruti,Vitara,60000,3.7037037037037037,1248,88.5,1,5.0,9,0,1,0,0,1,0,1,0,0
117,595000,Maruti,Swift,40000,4.796163069544364,1197,83.14,1,5.0,8,0,1,0,0,1,0,0,0,1
118,440000,Maruti,Wagon,35000,4.875670404680643,998,67.04,1,5.0,8,0,1,0,0,1,0,0,0,1
120,400000,Nissan,Terrano,70000,4.400977995110025,1461,83.8,3,5.0,11,0,1,0,0,1,0,1,0,0
121,1140000,Hyundai,Creta,50000,4.575495678698525,1582,126.2,1,5.0,9,0,1,0,0,1,0,1,0,0
122,850000,Ford,EcoSport,76139,3.9130434782608696,1498,98.96,1,5.0,8,0,1,0,0,1,0,1,0,0
123,370000,Maruti,Swift,175000,4.66321243523316,1248,73.9,4,5.0,13,0,1,0,0,1,0,1,0,0
124,350000,Renault,KWID,25000,4.34593654932638,999,67.0,1,5.0,7,0,1,0,0,1,0,0,0,1
125,360000,Maruti,Celerio,40000,4.329004329004329,998,67.04,2,5.0,10,0,1,0,0,1,0,0,0,1
126,105000,Maruti,Alto,65000,5.0761421319796955,796,46.3,4,5.0,17,0,1,0,0,1,0,0,0,1
127,625000,Maruti,Ertiga,90000,4.333172845450169,1248,88.76,2,7.0,12,0,1,0,0,1,0,1,0,0
128,135000,Hyundai,Santro,80000,5.580357142857142,1086,62.1,2,5.0,16,0,1,0,0,1,0,0,0,1
129,700000,Maruti,Ertiga,110000,4.333172845450169,1248,88.76,2,7.0,10,0,1,0,0,1,0,1,0,0
130,690000,Honda,Amaze,1303,5.617977528089887,1198,86.7,1,5.0,6,1,0,0,0,1,0,0,0,1
131,3975000,Audi,Q5,31800,5.29100529100529,1968,188.0,1,5.0,7,1,0,0,1,0,0,1,0,0
132,5150000,Lexus,ES,20000,4.470272686633884,2487,214.56,1,5.0,6,1,0,0,1,0,0,0,0,1
133,3200000,Jaguar,XF,45000,4.655975168132437,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
134,4100000,Jeep,Wrangler,17000,10.526315789473685,3604,280.0,1,5.0,8,0,1,0,1,0,0,0,0,1
135,4500000,Land,Rover,21000,7.014809041309431,1999,148.31,1,7.0,6,1,0,0,1,0,0,1,0,0
136,6000000,Mercedes-Benz,S-Class,37000,6.666666666666667,2987,254.79,1,5.0,8,1,0,0,1,0,0,1,0,0
137,3790000,BMW,5,29500,4.00355871886121,1995,187.74,1,5.0,7,1,0,0,1,0,0,1,0,0
139,5800000,BMW,X4,7500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
140,1864999,Skoda,Superb,50000,6.81663258350375,1798,177.46,1,5.0,7,1,0,0,1,0,0,0,0,1
141,2700000,Mercedes-Benz,E-Class,35000,6.0,2143,204.0,1,5.0,9,1,0,0,1,0,0,1,0,0
142,1750000,MG,Hector,19000,7.163323782234957,1451,141.0,1,5.0,6,1,0,0,1,0,0,0,0,1
143,795000,Honda,City,41000,5.555555555555555,1497,117.6,1,5.0,8,1,0,0,1,0,0,0,0,1
144,625000,Toyota,Corolla,39000,7.002801120448179,1798,138.03,1,5.0,12,1,0,0,1,0,0,0,0,1
145,3400000,Volvo,XC40,22000,5.0,1969,190.0,1,5.0,7,1,0,0,1,0,0,1,0,0
146,2650000,Audi,Q7,53000,7.456503728251864,2967,241.4,1,7.0,10,1,0,0,1,0,0,1,0,0
147,535000,Maruti,Ciaz,40000,3.4338038916444105,1248,88.5,1,5.0,10,1,0,0,0,1,0,1,0,0
148,5850000,Mercedes-Benz,S-Class,47000,6.666666666666667,2987,282.0,1,5.0,8,1,0,0,1,0,0,1,0,0
149,975000,BMW,5,72200,9.25925925925926,2497,150.0,2,5.0,15,1,0,0,1,0,0,0,0,1
150,805000,Hyundai,Elantra,49900,6.134969325153374,1797,147.5,1,5.0,9,1,0,0,0,1,0,0,0,1
151,2625000,Jaguar,XE,9000,6.61764705882353,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
152,811000,Tata,Nexon,11000,5.882352941176471,1198,108.5,1,5.0,7,1,0,0,0,1,0,0,0,1
153,375000,Volkswagen,Vento,49000,6.6489361702127665,1598,103.6,1,5.0,14,0,1,0,0,1,0,0,0,1
154,550000,Hyundai,Elantra,95000,6.134969325153374,1797,147.5,1,5.0,13,0,1,0,0,1,0,0,0,1
155,645000,Skoda,Rapid,11000,6.9930069930069925,1598,103.5,1,5.0,9,1,0,0,1,0,0,0,0,1
156,2550000,Mercedes-Benz,CLA,18000,6.6489361702127665,1991,183.0,1,5.0,7,1,0,0,1,0,0,0,0,1
157,599000,Maruti,Ertiga,46100,6.242197253433209,1373,93.7,1,7.0,11,1,0,0,0,1,0,0,0,1
158,2700000,Mercedes-Benz,New,16000,6.784260515603799,1991,181.04,1,5.0,8,1,0,0,1,0,0,0,0,1
159,875000,Honda,City,18000,6.410256410256411,1497,116.3,1,5.0,8,1,0,0,1,0,0,0,0,1
160,894999,Toyota,Glanza,9654,5.112474437627812,1197,81.8,1,5.0,6,1,0,0,1,0,0,0,0,1
161,175000,Maruti,Alto,11000,4.175365344467641,998,67.05,1,5.0,14,1,0,0,0,1,0,0,0,1
162,340000,Maruti,Swift,24300,4.714757190004715,1197,81.8,1,5.0,13,1,0,0,0,1,0,0,0,1
163,1525000,Toyota,Innova,42163,7.922535211267606,2755,171.5,2,7.0,9,1,0,0,1,0,0,1,0,0
164,1025000,Tata,Nexon,8000,4.186046511627907,1497,108.5,1,5.0,7,1,0,0,1,0,0,1,0,0
165,2150000,BMW,3,30000,3.9665050683120313,1995,190.0,1,5.0,9,1,0,0,1,0,0,1,0,0
166,1900000,Toyota,Camry,41000,5.219206680584551,2494,157.7,1,5.0,9,1,0,0,1,0,0,0,0,1
167,2900000,BMW,5,12000,4.966887417218543,1995,190.0,1,5.0,9,1,0,0,1,0,0,1,0,0
168,450000,Toyota,Camry,71000,8.264462809917356,2362,164.7,1,5.0,16,1,0,0,1,0,0,0,0,1
169,850000,Maruti,Ertiga,20000,5.714285714285714,1373,91.1,1,7.0,9,0,1,0,0,1,0,0,0,1
170,10000000,Volvo,XC90,30000,2.380952380952381,1969,400.0,1,4.0,8,0,1,0,1,0,0,0,0,1
171,300000,Volkswagen,Vento,100000,4.381694255111976,1598,103.6,2,5.0,14,0,1,0,0,1,0,1,0,0
172,575000,Ford,Figo,9500,5.506607929515418,1196,86.8,1,5.0,7,0,1,0,0,1,0,0,0,1
173,160000,Ford,Figo,120000,4.5,1399,68.0,1,5.0,14,0,1,0,0,1,0,1,0,0
174,515000,Maruti,Swift,36600,4.901960784313726,1197,81.8,1,5.0,10,0,1,0,0,1,0,0,0,1
175,390000,Maruti,Wagon,50000,4.875670404680643,998,67.0,2,5.0,10,0,1,0,1,0,0,0,0,1
176,550000,Hyundai,i20,14000,5.376344086021505,1197,81.83,2,5.0,9,0,1,0,0,1,0,0,0,1
177,40000,Maruti,800,40000,6.211180124223602,796,37.0,2,4.0,26,0,1,0,0,1,0,0,0,1
178,220000,Maruti,Ritz,120000,4.265402843601896,1248,73.9,1,5.0,15,0,1,0,0,1,0,1,0,0
179,425000,Hyundai,Grand,70000,5.291005291005291,1197,82.0,1,5.0,10,0,1,0,0,1,0,0,0,1
180,480000,Volkswagen,Ameo,13000,5.144032921810699,999,75.0,1,5.0,6,0,1,0,0,1,0,0,0,1
181,400000,Hyundai,Grand,60000,5.291005291005291,1197,82.0,2,5.0,11,0,1,0,0,1,0,0,0,1
182,487000,Maruti,Swift,35000,5.2356020942408374,1197,85.8,1,5.0,11,0,1,0,0,1,0,0,0,1
183,386000,Hyundai,Xcent,44000,5.2356020942408374,1197,82.0,2,5.0,9,0,1,0,0,1,0,0,0,1
184,100000,Honda,City,120000,7.6923076923076925,1493,100.0,2,5.0,20,0,1,0,0,1,0,0,0,1
185,300000,Toyota,Corolla,60000,4.199720018665422,1364,87.2,1,5.0,15,0,1,0,0,1,0,1,0,0
186,100000,Daewoo,Matiz,60000,5.405405405405405,796,53.0,1,5.0,25,0,1,0,0,1,0,0,0,1
187,1750000,Toyota,Fortuner,30000,6.923076923076923,2982,168.5,2,7.0,11,0,1,0,0,1,0,1,0,0
188,450000,Mahindra,KUV,15000,5.5096418732782375,1198,82.0,2,6.0,9,0,1,0,0,1,0,0,0,1
189,490000,Tata,Zest,90000,3.9215686274509807,1248,74.0,1,5.0,8,0,1,0,0,1,0,1,0,0
190,345000,Honda,City,47000,5.882352941176471,1497,118.0,2,5.0,16,0,1,0,0,1,0,0,0,1
191,85000,Maruti,Zen,90000,5.780346820809248,993,60.0,1,5.0,20,0,1,0,0,1,0,0,0,1
192,215000,Maruti,Wagon,120600,5.291005291005291,998,67.1,2,5.0,15,0,1,0,0,1,0,0,0,1
193,320000,Hyundai,Verna,100000,6.172839506172839,1599,103.2,3,5.0,15,0,1,0,0,1,0,0,0,1
194,459999,Maruti,Swift,60000,4.796163069544364,1197,83.14,2,5.0,9,0,1,0,0,1,0,0,0,1
195,65000,Hyundai,Getz,86000,6.5359477124183005,1341,83.0,1,5.0,20,0,1,0,0,1,0,0,0,1
196,720000,Hyundai,Elite,5000,5.376344086021505,1197,81.86,1,5.0,5,0,1,0,0,1,0,0,0,1
197,800000,Maruti,Ciaz,37000,3.2039871840512637,1248,88.5,1,5.0,8,0,1,0,0,1,0,1,0,0
198,520000,Tata,Tigor,14000,4.926108374384237,1199,84.0,1,5.0,6,0,1,0,0,1,0,0,0,1
199,580000,Maruti,Ertiga,70000,4.333172845450169,1248,88.76,1,7.0,10,0,1,0,0,1,0,1,0,0
201,600000,Honda,City,50000,5.74712643678161,1497,117.3,1,5.0,10,0,1,0,0,1,0,0,0,1
202,290000,Honda,Brio,60000,5.154639175257732,1198,86.8,2,5.0,11,0,1,0,0,1,0,0,0,1
203,360000,Maruti,Wagon,50000,2.819548872180451,998,58.16,1,5.0,9,0,1,0,0,1,1,0,0,0
204,550000,Maruti,Swift,50000,4.796163069544364,1197,83.14,1,5.0,8,0,1,0,0,1,0,0,0,1
205,375000,Hyundai,i20,70000,5.405405405405405,1197,82.85,1,5.0,12,0,1,0,0,1,0,0,0,1
207,420000,Maruti,Wagon,35000,4.875670404680643,998,67.0,1,5.0,7,0,1,0,1,0,0,0,0,1
208,550000,Maruti,Swift,20000,4.714757190004715,1197,81.8,1,5.0,8,0,1,0,0,1,0,0,0,1
209,270000,Maruti,Alto,20000,4.048582995951417,796,47.3,1,5.0,7,0,1,0,0,1,0,0,0,1
210,700000,Maruti,Swift,7800,4.545454545454546,1197,81.8,1,5.0,7,0,1,0,1,0,0,0,0,1
211,500000,Maruti,Swift,20000,4.901960784313726,1197,81.8,1,5.0,8,0,1,0,0,1,0,0,0,1
212,1250000,Tata,Hexa,15000,5.113636363636363,2179,147.94,1,7.0,6,0,1,0,0,1,0,1,0,0
213,320000,Hyundai,i20,31377,5.405405405405405,1197,82.85,2,5.0,12,0,1,0,0,1,0,0,0,1
214,700000,Maruti,Swift,50000,3.1690140845070425,1248,74.02,1,5.0,7,0,1,0,0,1,0,1,0,0
215,290000,Maruti,Wagon,60000,4.875670404680643,998,67.04,1,5.0,10,0,1,0,0,1,0,0,0,1
216,550000,Toyota,Corolla,100000,6.882312456985548,1794,138.1,1,5.0,13,0,1,0,1,0,0,0,0,1
217,265000,Honda,Brio,60000,5.154639175257732,1198,86.8,1,5.0,13,0,1,0,0,1,0,0,0,1
218,830000,Maruti,Baleno,5000,4.672897196261682,1197,83.1,1,5.0,7,0,1,0,1,0,0,0,0,1
219,800000,Tata,Safari,60000,6.382978723404255,2179,147.94,1,7.0,8,0,1,0,0,1,0,1,0,0
220,160000,Maruti,Alto,25000,5.0761421319796955,796,46.3,2,5.0,14,0,1,0,0,1,0,0,0,1
221,335000,Renault,KWID,30000,3.9729837107667856,799,53.3,1,5.0,7,0,1,0,0,1,0,0,0,1
222,329000,Datsun,GO,80000,4.847309743092584,1198,67.0,2,5.0,8,0,1,0,0,1,0,0,0,1
223,775000,Maruti,Vitara,75000,3.7037037037037037,1248,88.5,1,5.0,8,0,1,0,0,1,0,1,0,0
224,524000,Hyundai,Xcent,32000,4.965243296921549,1197,81.86,1,5.0,5,0,1,0,0,1,0,0,0,1
225,245000,Maruti,Alto,40000,4.397537379067723,796,47.3,1,5.0,10,0,1,0,0,1,0,0,0,1
226,275000,Hyundai,i20,93000,5.882352941176471,1197,80.0,2,5.0,13,0,1,0,0,1,0,0,0,1
227,520000,Tata,Zest,60000,5.691519635742743,1193,88.7,1,5.0,7,0,1,0,0,1,0,0,0,1
229,550000,Nissan,Sunny,37000,5.899705014749263,1498,97.7,1,5.0,11,0,1,0,0,1,0,0,0,1
230,910000,Ford,EcoSport,15000,5.882352941176471,1497,121.36,1,5.0,7,0,1,0,0,1,0,0,0,1
231,300000,Nissan,Micra,80000,5.130836326321191,1198,67.04,1,5.0,10,0,1,0,0,1,0,0,0,1
232,350000,Maruti,Wagon,140000,4.875670404680643,998,67.04,1,5.0,9,0,1,0,0,1,0,0,0,1
233,900000,Mahindra,Ssangyong,70000,7.014809041309431,2696,162.0,1,7.0,12,0,1,0,0,1,0,1,0,0
234,300000,Mahindra,Quanto,120000,5.229517722254503,1493,100.0,2,7.0,12,0,1,0,0,1,0,1,0,0
235,250000,Maruti,Ritz,110000,4.265402843601896,1248,73.9,2,5.0,15,0,1,0,0,1,0,1,0,0
236,1100000,Hyundai,Creta,37000,4.575495678698525,1582,126.2,1,5.0,8,0,1,0,0,1,0,1,0,0
237,270000,Renault,KWID,44000,3.9729837107667856,799,53.3,1,5.0,9,0,1,0,0,1,0,0,0,1
238,640000,Maruti,Ertiga,80000,4.333172845450169,1248,88.76,1,7.0,10,0,1,0,0,1,0,1,0,0
239,650000,Mahindra,XUV500,125000,5.960264900662252,2179,140.0,1,7.0,10,0,1,0,0,1,0,1,0,0
240,409999,Maruti,Eeco,13500,6.506180871828237,1196,73.0,1,5.0,8,0,1,0,0,1,0,0,0,1
241,165000,Hyundai,Santro,75000,5.580357142857142,1086,62.1,1,5.0,14,0,1,0,0,1,0,0,0,1
242,80000,Hyundai,Accent,120000,7.575757575757576,1495,94.0,2,5.0,18,0,1,0,0,1,0,0,0,1
243,535000,Mahindra,XUV500,120000,5.960264900662252,2179,140.0,1,7.0,13,0,1,0,0,1,0,1,0,0
244,700000,Toyota,Innova,70000,6.928406466512702,2494,100.57,1,7.0,12,0,1,0,0,1,0,1,0,0
